Blocs;Fermenter;Species;Time (h);CO2 (g/L);CO2_rate (g/L/h)
Sc vs Mp;F25;Sc vs Mp;89.96;28.003;0.425
Sc vs Mp;F25;Sc vs Mp;90.3;28.127;0.418
Sc vs Mp;F25;Sc vs Mp;90.63;28.318;0.418
Sc vs Mp;F25;Sc vs Mp;90.96;28.403;0.428
Sc vs Mp;F25;Sc vs Mp;91.3;28.594;0.429
Sc vs Mp;F25;Sc vs Mp;91.63;28.727;0.429
Sc vs Mp;F25;Sc vs Mp;91.96;28.832;0.429
Sc vs Mp;F25;Sc vs Mp;92.3;29.004;0.424
Sc vs Mp;F25;Sc vs Mp;92.63;29.175;0.426
Sc vs Mp;F25;Sc vs Mp;92.96;29.28;0.417
Sc vs Mp;F25;Sc vs Mp;93.3;29.423;0.414
Sc vs Mp;F25;Sc vs Mp;93.63;29.576;0.412
Sc vs Mp;F25;Sc vs Mp;93.96;29.7;0.405
Sc vs Mp;F25;Sc vs Mp;94.3;29.843;0.391
Sc vs Mp;F25;Sc vs Mp;94.63;29.957;0.395
Sc vs Mp;F25;Sc vs Mp;94.96;30.09;0.394
Sc vs Mp;F25;Sc vs Mp;95.3;30.233;0.383
Sc vs Mp;F25;Sc vs Mp;95.63;30.376;0.381
Sc vs Mp;F25;Sc vs Mp;95.96;30.424;0.377
Sc vs Mp;F25;Sc vs Mp;96.3;30.634;0.375
Sc vs Mp;F25;Sc vs Mp;96.63;30.767;0.368
Sc vs Mp;F25;Sc vs Mp;96.96;30.815;0.363
Sc vs Mp;F25;Sc vs Mp;97.3;30.977;0.365
Sc vs Mp;F25;Sc vs Mp;97.63;31.091;0.374
Sc vs Mp;F25;Sc vs Mp;97.96;31.215;0.366
Sc vs Mp;F25;Sc vs Mp;98.3;31.32;0.365
Sc vs Mp;F25;Sc vs Mp;98.63;31.444;0.36
Sc vs Mp;F25;Sc vs Mp;98.96;31.587;0.345
Sc vs Mp;F25;Sc vs Mp;99.3;31.749;0.332
Sc vs Mp;F25;Sc vs Mp;99.63;31.835;0.33
Sc vs Mp;F25;Sc vs Mp;99.96;31.92;0.33
Sc vs Mp;F25;Sc vs Mp;100.3;31.988;0.328
Sc vs Mp;F25;Sc vs Mp;100.63;32.103;0.323
Sc vs Mp;F25;Sc vs Mp;100.96;32.179;0.32
Sc vs Mp;F25;Sc vs Mp;101.3;32.361;0.341
Sc vs Mp;F25;Sc vs Mp;101.63;32.477;0.349
Sc vs Mp;F25;Sc vs Mp;101.96;32.592;0.355
Sc vs Mp;F25;Sc vs Mp;102.3;32.678;0.356
Sc vs Mp;F25;Sc vs Mp;102.63;32.774;0.355
Sc vs Mp;F25;Sc vs Mp;102.96;32.985;0.349
Sc vs Mp;F25;Sc vs Mp;103.3;33.033;0.351
Sc vs Mp;F25;Sc vs Mp;103.63;33.157;0.354
Sc vs Mp;F25;Sc vs Mp;103.96;33.291;0.365
Sc vs Mp;F25;Sc vs Mp;104.3;33.397;0.361
Sc vs Mp;F25;Sc vs Mp;104.63;33.522;0.35
Sc vs Mp;F25;Sc vs Mp;104.96;33.637;0.357
Sc vs Mp;F25;Sc vs Mp;105.3;33.752;0.35
Sc vs Mp;F25;Sc vs Mp;105.63;33.934;0.346
Sc vs Mp;F25;Sc vs Mp;105.96;33.991;0.341
Sc vs Mp;F25;Sc vs Mp;106.3;34.087;0.343
Sc vs Mp;F25;Sc vs Mp;106.63;34.221;0.346
Sc vs Mp;F25;Sc vs Mp;106.96;34.317;0.348
Sc vs Mp;F25;Sc vs Mp;107.3;34.442;0.346
Sc vs Mp;F25;Sc vs Mp;107.63;34.538;0.351
Sc vs Mp;F25;Sc vs Mp;107.96;34.701;0.353
Sc vs Mp;F25;Sc vs Mp;108.3;34.825;0.347
Sc vs Mp;F25;Sc vs Mp;108.63;34.94;0.343
Sc vs Mp;F25;Sc vs Mp;108.96;35.036;0.338
Sc vs Mp;F25;Sc vs Mp;109.3;35.123;0.331
Sc vs Mp;F25;Sc vs Mp;109.63;35.266;0.323
Sc vs Mp;F25;Sc vs Mp;109.96;35.353;0.318
Sc vs Mp;F25;Sc vs Mp;110.3;35.458;0.323
Sc vs Mp;F25;Sc vs Mp;110.63;35.583;0.33
Sc vs Mp;F25;Sc vs Mp;110.96;35.669;0.332
Sc vs Mp;F25;Sc vs Mp;111.3;35.794;0.337
Sc vs Mp;F25;Sc vs Mp;111.63;35.87;0.336
Sc vs Mp;F25;Sc vs Mp;111.96;36.033;0.339
Sc vs Mp;F25;Sc vs Mp;112.3;36.148;0.331
Sc vs Mp;F25;Sc vs Mp;112.63;36.235;0.339
Sc vs Mp;F25;Sc vs Mp;112.96;36.398;0.339
Sc vs Mp;F25;Sc vs Mp;113.3;36.436;0.333
Sc vs Mp;F25;Sc vs Mp;113.63;36.59;0.331
Sc vs Mp;F25;Sc vs Mp;113.96;36.637;0.332
Sc vs Mp;F25;Sc vs Mp;114.3;36.839;0.331
Sc vs Mp;F25;Sc vs Mp;114.63;36.925;0.33
Sc vs Mp;F25;Sc vs Mp;114.96;36.983;0.338
Sc vs Mp;F25;Sc vs Mp;115.3;37.165;0.338
Sc vs Mp;F25;Sc vs Mp;115.63;37.241;0.338
Sc vs Mp;F25;Sc vs Mp;115.96;37.337;0.327
Sc vs Mp;F25;Sc vs Mp;116.3;37.462;0.33
Sc vs Mp;F25;Sc vs Mp;116.63;37.587;0.332
Sc vs Mp;F25;Sc vs Mp;116.96;37.721;0.326
Sc vs Mp;F25;Sc vs Mp;117.3;37.788;0.328
Sc vs Mp;F25;Sc vs Mp;117.63;37.893;0.332
Sc vs Mp;F25;Sc vs Mp;117.96;37.999;0.326
Sc vs Mp;F25;Sc vs Mp;118.3;38.124;0.327
Sc vs Mp;F25;Sc vs Mp;118.63;38.24;0.326
Sc vs Mp;F25;Sc vs Mp;118.96;38.327;0.334
Sc vs Mp;F25;Sc vs Mp;119.3;38.481;0.333
Sc vs Mp;F25;Sc vs Mp;119.63;38.549;0.329
Sc vs Mp;F25;Sc vs Mp;119.96;38.684;0.327
Sc vs Mp;F25;Sc vs Mp;120.3;38.771;0.326
Sc vs Mp;F25;Sc vs Mp;120.63;38.906;0.325
Sc vs Mp;F25;Sc vs Mp;120.96;39.002;0.322
Sc vs Mp;F25;Sc vs Mp;121.3;39.089;0.326
Sc vs Mp;F25;Sc vs Mp;121.63;39.224;0.326
Sc vs Mp;F25;Sc vs Mp;121.96;39.321;0.328
Sc vs Mp;F25;Sc vs Mp;122.3;39.427;0.327
Sc vs Mp;F25;Sc vs Mp;122.63;39.543;0.332
Sc vs Mp;F25;Sc vs Mp;122.96;39.649;0.332
Sc vs Mp;F25;Sc vs Mp;123.3;39.774;0.331
Sc vs Mp;F25;Sc vs Mp;123.63;39.871;0.333
Sc vs Mp;F25;Sc vs Mp;123.96;39.987;0.33
Sc vs Mp;F25;Sc vs Mp;124.3;40.102;0.326
Sc vs Mp;F25;Sc vs Mp;124.63;40.199;0.33
Sc vs Mp;F25;Sc vs Mp;124.96;40.324;0.327
Sc vs Mp;F25;Sc vs Mp;125.3;40.431;0.33
Sc vs Mp;F25;Sc vs Mp;125.63;40.517;0.332
Sc vs Mp;F25;Sc vs Mp;125.96;40.624;0.325
Sc vs Mp;F25;Sc vs Mp;126.3;40.778;0.319
Sc vs Mp;F25;Sc vs Mp;126.63;40.855;0.312
Sc vs Mp;F25;Sc vs Mp;126.96;40.981;0.316
Sc vs Mp;F25;Sc vs Mp;127.3;41.106;0.32
Sc vs Mp;F25;Sc vs Mp;127.63;41.145;0.317
Sc vs Mp;F25;Sc vs Mp;127.96;41.241;0.313
Sc vs Mp;F25;Sc vs Mp;128.3;41.357;0.316
Sc vs Mp;F25;Sc vs Mp;128.63;41.511;0.322
Sc vs Mp;F25;Sc vs Mp;128.96;41.617;0.325
Sc vs Mp;F25;Sc vs Mp;129.3;41.704;0.338
Sc vs Mp;F25;Sc vs Mp;129.63;41.81;0.341
Sc vs Mp;F25;Sc vs Mp;129.96;41.907;0.333
Sc vs Mp;F25;Sc vs Mp;130.3;42.061;0.325
Sc vs Mp;F25;Sc vs Mp;130.63;42.138;0.324
Sc vs Mp;F25;Sc vs Mp;130.96;42.283;0.326
Sc vs Mp;F25;Sc vs Mp;131.3;42.409;0.328
Sc vs Mp;F25;Sc vs Mp;131.63;42.457;0.33
Sc vs Mp;F25;Sc vs Mp;131.96;42.563;0.325
Sc vs Mp;F25;Sc vs Mp;132.3;42.669;0.324
Sc vs Mp;F25;Sc vs Mp;132.63;42.804;0.323
Sc vs Mp;F25;Sc vs Mp;132.96;42.93;0.328
Sc vs Mp;F25;Sc vs Mp;133.3;43.046;0.333
Sc vs Mp;F25;Sc vs Mp;133.63;43.132;0.325
Sc vs Mp;F25;Sc vs Mp;133.96;43.219;0.322
Sc vs Mp;F25;Sc vs Mp;134.3;43.354;0.313
Sc vs Mp;F25;Sc vs Mp;134.63;43.47;0.316
Sc vs Mp;F25;Sc vs Mp;134.96;43.557;0.318
Sc vs Mp;F25;Sc vs Mp;135.3;43.634;0.322
Sc vs Mp;F25;Sc vs Mp;135.63;43.779;0.326
Sc vs Mp;F25;Sc vs Mp;135.96;43.846;0.326
Sc vs Mp;F25;Sc vs Mp;136.3;44.01;0.325
Sc vs Mp;F25;Sc vs Mp;136.63;44.097;0.325
Sc vs Mp;F25;Sc vs Mp;136.96;44.203;0.326
Sc vs Mp;F25;Sc vs Mp;137.3;44.329;0.319
Sc vs Mp;F25;Sc vs Mp;137.63;44.435;0.321
Sc vs Mp;F25;Sc vs Mp;137.96;44.512;0.322
Sc vs Mp;F25;Sc vs Mp;138.3;44.609;0.325
Sc vs Mp;F25;Sc vs Mp;138.63;44.744;0.327
Sc vs Mp;F25;Sc vs Mp;138.96;44.831;0.326
Sc vs Mp;F25;Sc vs Mp;139.3;44.956;0.33
Sc vs Mp;F25;Sc vs Mp;139.63;45.111;0.329
Sc vs Mp;F25;Sc vs Mp;139.96;45.178;0.325
Sc vs Mp;F25;Sc vs Mp;140.3;45.294;0.319
Sc vs Mp;F25;Sc vs Mp;140.63;45.39;0.32
Sc vs Mp;F25;Sc vs Mp;140.96;45.516;0.315
Sc vs Mp;F25;Sc vs Mp;141.3;45.583;0.316
Sc vs Mp;F25;Sc vs Mp;141.63;45.699;0.322
Sc vs Mp;F25;Sc vs Mp;141.96;45.805;0.319
Sc vs Mp;F25;Sc vs Mp;142.3;45.94;0.319
Sc vs Mp;F25;Sc vs Mp;142.63;46.027;0.314
Sc vs Mp;F25;Sc vs Mp;142.96;46.162;0.321
Sc vs Mp;F25;Sc vs Mp;143.3;46.249;0.312
Sc vs Mp;F25;Sc vs Mp;143.63;46.336;0.31
Sc vs Mp;F25;Sc vs Mp;143.96;46.442;0.309
Sc vs Mp;F25;Sc vs Mp;144.3;46.529;0.307
Sc vs Mp;F25;Sc vs Mp;144.63;46.693;0.311
Sc vs Mp;F25;Sc vs Mp;144.96;46.722;0.312
Sc vs Mp;F25;Sc vs Mp;145.3;46.867;0.316
Sc vs Mp;F25;Sc vs Mp;145.63;46.983;0.315
Sc vs Mp;F25;Sc vs Mp;145.96;47.05;0.321
Sc vs Mp;F25;Sc vs Mp;146.3;47.204;0.315
Sc vs Mp;F25;Sc vs Mp;146.63;47.262;0.326
Sc vs Mp;F25;Sc vs Mp;146.96;47.397;0.323
Sc vs Mp;F25;Sc vs Mp;147.3;47.484;0.324
Sc vs Mp;F25;Sc vs Mp;147.63;47.639;0.322
Sc vs Mp;F25;Sc vs Mp;147.96;47.687;0.31
Sc vs Mp;F25;Sc vs Mp;148.3;47.851;0.307
Sc vs Mp;F25;Sc vs Mp;148.63;47.938;0.299
Sc vs Mp;F25;Sc vs Mp;148.96;48.044;0.303
Sc vs Mp;F25;Sc vs Mp;149.3;48.112;0.296
Sc vs Mp;F25;Sc vs Mp;149.63;48.189;0.3
Sc vs Mp;F25;Sc vs Mp;149.96;48.295;0.299
Sc vs Mp;F25;Sc vs Mp;150.3;48.401;0.301
Sc vs Mp;F25;Sc vs Mp;150.63;48.565;0.307
Sc vs Mp;F25;Sc vs Mp;150.96;48.604;0.315
Sc vs Mp;F25;Sc vs Mp;151.3;48.729;0.32
Sc vs Mp;F25;Sc vs Mp;151.63;48.855;0.314
Sc vs Mp;F25;Sc vs Mp;151.96;48.903;0.313
Sc vs Mp;F25;Sc vs Mp;152.3;49.048;0.3
Sc vs Mp;F25;Sc vs Mp;152.63;49.154;0.307
Sc vs Mp;F25;Sc vs Mp;152.96;49.279;0.302
Sc vs Mp;F25;Sc vs Mp;153.3;49.327;0.299
Sc vs Mp;F25;Sc vs Mp;153.63;49.472;0.295
Sc vs Mp;F25;Sc vs Mp;153.96;49.491;0.291
Sc vs Mp;F25;Sc vs Mp;154.3;49.655;0.291
Sc vs Mp;F25;Sc vs Mp;154.63;49.742;0.29
Sc vs Mp;F25;Sc vs Mp;154.96;49.839;0.305
Sc vs Mp;F25;Sc vs Mp;155.3;49.897;0.306
Sc vs Mp;F25;Sc vs Mp;155.63;50.051;0.314
Sc vs Mp;F25;Sc vs Mp;155.96;50.128;0.317
Sc vs Mp;F25;Sc vs Mp;156.3;50.215;0.322
Sc vs Mp;F25;Sc vs Mp;156.63;50.398;0.322
Sc vs Mp;F25;Sc vs Mp;156.96;50.456;0.324
Sc vs Mp;F25;Sc vs Mp;157.3;50.563;0.31
Sc vs Mp;F25;Sc vs Mp;157.63;50.717;0.307
Sc vs Mp;F25;Sc vs Mp;157.96;50.784;0.304
Sc vs Mp;F25;Sc vs Mp;158.3;50.871;0.29
Sc vs Mp;F25;Sc vs Mp;158.3;50.871;0.29
Sc vs Mp;F25;Sc vs Mp;158.63;50.987;0.291
Sc vs Mp;F25;Sc vs Mp;158.63;50.987;0.291
Sc vs Mp;F25;Sc vs Mp;158.96;51.035;0.287
Sc vs Mp;F25;Sc vs Mp;158.96;51.035;0.287
Sc vs Mp;F25;Sc vs Mp;159.3;51.161;0.289
Sc vs Mp;F25;Sc vs Mp;159.3;51.161;0.289
Sc vs Mp;F25;Sc vs Mp;159.63;51.286;0.288
Sc vs Mp;F25;Sc vs Mp;159.63;51.286;0.288
Sc vs Mp;F25;Sc vs Mp;159.96;51.334;0.291
Sc vs Mp;F25;Sc vs Mp;159.96;51.334;0.291
Sc vs Mp;F25;Sc vs Mp;160.3;51.45;0.296
Sc vs Mp;F25;Sc vs Mp;160.3;51.45;0.296
Sc vs Mp;F25;Sc vs Mp;160.63;51.547;0.302
Sc vs Mp;F25;Sc vs Mp;160.63;51.547;0.302
Sc vs Mp;F25;Sc vs Mp;160.96;51.692;0.295
Sc vs Mp;F25;Sc vs Mp;160.96;51.692;0.295
Sc vs Mp;F25;Sc vs Mp;161.3;51.701;0.297
Sc vs Mp;F25;Sc vs Mp;161.3;51.701;0.297
Sc vs Mp;F25;Sc vs Mp;161.63;51.856;0.305
Sc vs Mp;F25;Sc vs Mp;161.63;51.856;0.305
Sc vs Mp;F25;Sc vs Mp;161.96;51.971;0.302
Sc vs Mp;F25;Sc vs Mp;161.96;51.971;0.302
Sc vs Mp;F25;Sc vs Mp;162.3;52.068;0.295
Sc vs Mp;F25;Sc vs Mp;162.3;52.068;0.295
Sc vs Mp;F25;Sc vs Mp;162.63;52.126;0.293
Sc vs Mp;F25;Sc vs Mp;162.63;52.126;0.293
Sc vs Mp;F25;Sc vs Mp;162.96;52.261;0.302
Sc vs Mp;F25;Sc vs Mp;162.96;52.261;0.302
Sc vs Mp;F25;Sc vs Mp;163.3;52.367;0.289
Sc vs Mp;F25;Sc vs Mp;163.3;52.367;0.289
Sc vs Mp;F25;Sc vs Mp;163.63;52.454;0.285
Sc vs Mp;F25;Sc vs Mp;163.63;52.454;0.285
Sc vs Mp;F25;Sc vs Mp;163.96;52.512;0.286
Sc vs Mp;F25;Sc vs Mp;163.96;52.512;0.286
Sc vs Mp;F25;Sc vs Mp;164.3;52.637;0.297
Sc vs Mp;F25;Sc vs Mp;164.3;52.637;0.297
Sc vs Mp;F25;Sc vs Mp;164.63;52.763;0.287
Sc vs Mp;F25;Sc vs Mp;164.63;52.763;0.287
Sc vs Mp;F25;Sc vs Mp;164.96;52.811;0.292
Sc vs Mp;F25;Sc vs Mp;164.96;52.811;0.292
Sc vs Mp;F25;Sc vs Mp;165.3;52.907;0.291
Sc vs Mp;F25;Sc vs Mp;165.3;52.907;0.291
Sc vs Mp;F25;Sc vs Mp;165.63;53.014;0.295
Sc vs Mp;F25;Sc vs Mp;165.63;53.014;0.295
Sc vs Mp;F25;Sc vs Mp;165.96;53.187;0.292
Sc vs Mp;F25;Sc vs Mp;165.96;53.187;0.292
Sc vs Mp;F25;Sc vs Mp;166.3;53.178;0.29
Sc vs Mp;F25;Sc vs Mp;166.3;53.178;0.29
Sc vs Mp;F25;Sc vs Mp;166.63;53.342;0.29
Sc vs Mp;F25;Sc vs Mp;166.63;53.342;0.29
Sc vs Mp;F25;Sc vs Mp;166.96;53.39;0.279
Sc vs Mp;F25;Sc vs Mp;166.96;53.39;0.279
Sc vs Mp;F25;Sc vs Mp;167.3;53.525;0.27
Sc vs Mp;F25;Sc vs Mp;167.3;53.525;0.27
Sc vs Mp;F25;Sc vs Mp;167.63;53.612;0.263
Sc vs Mp;F25;Sc vs Mp;167.63;53.612;0.263
Sc vs Mp;F25;Sc vs Mp;167.96;53.699;0.27
Sc vs Mp;F25;Sc vs Mp;167.96;53.699;0.27
Sc vs Mp;F25;Sc vs Mp;168.3;53.767;0.269
Sc vs Mp;F25;Sc vs Mp;168.3;53.767;0.269
Sc vs Mp;F25;Sc vs Mp;168.63;53.834;0.279
Sc vs Mp;F25;Sc vs Mp;168.63;53.834;0.279
Sc vs Mp;F25;Sc vs Mp;168.96;53.931;0.278
Sc vs Mp;F25;Sc vs Mp;168.96;53.931;0.278
Sc vs Mp;F25;Sc vs Mp;169.3;54.029;0.278
Sc vs Mp;F25;Sc vs Mp;169.3;54.029;0.278
Sc vs Mp;F25;Sc vs Mp;169.63;54.126;0.285
Sc vs Mp;F25;Sc vs Mp;169.63;54.126;0.285
Sc vs Mp;F25;Sc vs Mp;169.96;54.271;0.287
Sc vs Mp;F25;Sc vs Mp;169.96;54.271;0.287
Sc vs Mp;F25;Sc vs Mp;170.3;54.368;0.291
Sc vs Mp;F25;Sc vs Mp;170.3;54.368;0.291
Sc vs Mp;F25;Sc vs Mp;170.63;54.436;0.281
Sc vs Mp;F25;Sc vs Mp;170.63;54.436;0.281
Sc vs Mp;F25;Sc vs Mp;170.96;54.485;0.28
Sc vs Mp;F25;Sc vs Mp;170.96;54.485;0.28
Sc vs Mp;F25;Sc vs Mp;171.3;54.63;0.276
Sc vs Mp;F25;Sc vs Mp;171.3;54.63;0.276
Sc vs Mp;F25;Sc vs Mp;171.63;54.688;0.276
Sc vs Mp;F25;Sc vs Mp;171.63;54.688;0.276
Sc vs Mp;F25;Sc vs Mp;171.96;54.824;0.285
Sc vs Mp;F25;Sc vs Mp;171.96;54.824;0.285
Sc vs Mp;F25;Sc vs Mp;172.3;54.853;0.294
Sc vs Mp;F25;Sc vs Mp;172.3;54.853;0.294
Sc vs Mp;F25;Sc vs Mp;172.63;54.999;0.295
Sc vs Mp;F25;Sc vs Mp;172.63;54.999;0.295
Sc vs Mp;F25;Sc vs Mp;172.96;55.076;0.292
Sc vs Mp;F25;Sc vs Mp;172.96;55.076;0.292
Sc vs Mp;F25;Sc vs Mp;173.3;55.203;0.297
Sc vs Mp;F25;Sc vs Mp;173.3;55.203;0.297
Sc vs Mp;F25;Sc vs Mp;173.63;55.309;0.293
Sc vs Mp;F25;Sc vs Mp;173.63;55.309;0.293
Sc vs Mp;F25;Sc vs Mp;173.96;55.397;0.293
Sc vs Mp;F25;Sc vs Mp;173.96;55.397;0.293
Sc vs Mp;F25;Sc vs Mp;174.3;55.465;0.286
Sc vs Mp;F25;Sc vs Mp;174.3;55.465;0.286
Sc vs Mp;F25;Sc vs Mp;174.63;55.581;0.285
Sc vs Mp;F25;Sc vs Mp;174.63;55.581;0.285
Sc vs Mp;F25;Sc vs Mp;174.96;55.688;0.277
Sc vs Mp;F25;Sc vs Mp;174.96;55.688;0.277
Sc vs Mp;F25;Sc vs Mp;175.3;55.765;0.275
Sc vs Mp;F25;Sc vs Mp;175.3;55.765;0.275
Sc vs Mp;F25;Sc vs Mp;175.63;55.843;0.278
Sc vs Mp;F25;Sc vs Mp;175.63;55.843;0.278
Sc vs Mp;F25;Sc vs Mp;175.96;55.959;0.286
Sc vs Mp;F25;Sc vs Mp;175.96;55.959;0.286
Sc vs Mp;F25;Sc vs Mp;176.3;56.047;0.277
Sc vs Mp;F25;Sc vs Mp;176.3;56.047;0.277
Sc vs Mp;F25;Sc vs Mp;176.63;56.115;0.285
Sc vs Mp;F25;Sc vs Mp;176.63;56.115;0.285
Sc vs Mp;F25;Sc vs Mp;176.96;56.221;0.289
Sc vs Mp;F25;Sc vs Mp;176.96;56.221;0.289
Sc vs Mp;F25;Sc vs Mp;177.3;56.328;0.294
Sc vs Mp;F25;Sc vs Mp;177.3;56.328;0.294
Sc vs Mp;F25;Sc vs Mp;177.63;56.464;0.288
Sc vs Mp;F25;Sc vs Mp;177.63;56.464;0.288
Sc vs Mp;F25;Sc vs Mp;177.96;56.474;0.284
Sc vs Mp;F25;Sc vs Mp;177.96;56.474;0.284
Sc vs Mp;F25;Sc vs Mp;178.3;56.658;0.282
Sc vs Mp;F25;Sc vs Mp;178.3;56.658;0.282
Sc vs Mp;F25;Sc vs Mp;178.63;56.716;0.274
Sc vs Mp;F25;Sc vs Mp;178.63;56.716;0.274
Sc vs Mp;F25;Sc vs Mp;178.96;56.833;0.274
Sc vs Mp;F25;Sc vs Mp;178.96;56.833;0.274
Sc vs Mp;F25;Sc vs Mp;179.3;56.881;0.269
Sc vs Mp;F25;Sc vs Mp;179.3;56.881;0.269
Sc vs Mp;F25;Sc vs Mp;179.63;56.959;0.277
Sc vs Mp;F25;Sc vs Mp;179.63;56.959;0.277
Sc vs Mp;F25;Sc vs Mp;179.96;57.066;0.264
Sc vs Mp;F25;Sc vs Mp;179.96;57.066;0.264
Sc vs Mp;F25;Sc vs Mp;180.3;57.143;0.274
Sc vs Mp;F25;Sc vs Mp;180.3;57.143;0.274
Sc vs Mp;F25;Sc vs Mp;180.63;57.289;0.278
Sc vs Mp;F25;Sc vs Mp;180.63;57.289;0.278
Sc vs Mp;F25;Sc vs Mp;180.96;57.328;0.285
Sc vs Mp;F25;Sc vs Mp;180.96;57.328;0.285
Sc vs Mp;F25;Sc vs Mp;181.3;57.463;0.288
Sc vs Mp;F25;Sc vs Mp;181.3;57.463;0.288
Sc vs Mp;F25;Sc vs Mp;181.63;57.502;0.286
Sc vs Mp;F25;Sc vs Mp;181.63;57.502;0.286
Sc vs Mp;F25;Sc vs Mp;181.96;57.648;0.279
Sc vs Mp;F25;Sc vs Mp;181.96;57.648;0.279
Sc vs Mp;F25;Sc vs Mp;182.3;57.735;0.277
Sc vs Mp;F25;Sc vs Mp;182.3;57.735;0.277
Sc vs Mp;F25;Sc vs Mp;182.63;57.822;0.282
Sc vs Mp;F25;Sc vs Mp;182.63;57.822;0.282
Sc vs Mp;F25;Sc vs Mp;182.96;57.929;0.278
Sc vs Mp;F25;Sc vs Mp;182.96;57.929;0.278
Sc vs Mp;F25;Sc vs Mp;183.3;58.016;0.281
Sc vs Mp;F25;Sc vs Mp;183.3;58.016;0.281
Sc vs Mp;F25;Sc vs Mp;183.63;58.055;0.273
Sc vs Mp;F25;Sc vs Mp;183.63;58.055;0.273
Sc vs Mp;F25;Sc vs Mp;183.96;58.201;0.272
Sc vs Mp;F25;Sc vs Mp;183.96;58.201;0.272
Sc vs Mp;F25;Sc vs Mp;184.3;58.288;0.273
Sc vs Mp;F25;Sc vs Mp;184.3;58.288;0.273
Sc vs Mp;F25;Sc vs Mp;184.63;58.375;0.272
Sc vs Mp;F25;Sc vs Mp;184.63;58.375;0.272
Sc vs Mp;F25;Sc vs Mp;184.96;58.472;0.269
Sc vs Mp;F25;Sc vs Mp;184.96;58.472;0.269
Sc vs Mp;F25;Sc vs Mp;185.3;58.55;0.276
Sc vs Mp;F25;Sc vs Mp;185.3;58.55;0.276
Sc vs Mp;F25;Sc vs Mp;185.63;58.628;0.272
Sc vs Mp;F25;Sc vs Mp;185.63;58.628;0.272
Sc vs Mp;F25;Sc vs Mp;185.96;58.744;0.274
Sc vs Mp;F25;Sc vs Mp;185.96;58.744;0.274
Sc vs Mp;F25;Sc vs Mp;186.3;58.822;0.269
Sc vs Mp;F25;Sc vs Mp;186.3;58.822;0.269
Sc vs Mp;F25;Sc vs Mp;186.63;58.88;0.266
Sc vs Mp;F25;Sc vs Mp;186.63;58.88;0.266
Sc vs Mp;F25;Sc vs Mp;186.96;59.035;0.269
Sc vs Mp;F25;Sc vs Mp;186.96;59.035;0.269
Sc vs Mp;F25;Sc vs Mp;187.3;59.113;0.271
Sc vs Mp;F25;Sc vs Mp;187.3;59.113;0.271
Sc vs Mp;F25;Sc vs Mp;187.63;59.2;0.267
Sc vs Mp;F25;Sc vs Mp;187.63;59.2;0.267
Sc vs Mp;F25;Sc vs Mp;187.96;59.239;0.27
Sc vs Mp;F25;Sc vs Mp;187.96;59.239;0.27
Sc vs Mp;F25;Sc vs Mp;188.3;59.336;0.274
Sc vs Mp;F25;Sc vs Mp;188.63;59.462;0.264
Sc vs Mp;F25;Sc vs Mp;188.96;59.559;0.266
Sc vs Mp;F25;Sc vs Mp;189.3;59.617;0.265
Sc vs Mp;F25;Sc vs Mp;189.63;59.734;0.273
Sc vs Mp;F25;Sc vs Mp;189.96;59.841;0.261
Sc vs Mp;F25;Sc vs Mp;190.3;59.87;0.259
Sc vs Mp;F25;Sc vs Mp;190.63;59.976;0.262
Sc vs Mp;F25;Sc vs Mp;190.96;60.044;0.268
Sc vs Mp;F25;Sc vs Mp;191.3;60.2;0.262
Sc vs Mp;F25;Sc vs Mp;191.63;60.2;0.258
Sc vs Mp;F25;Sc vs Mp;191.96;60.345;0.259
Sc vs Mp;F25;Sc vs Mp;192.3;60.442;0.255
Sc vs Mp;F25;Sc vs Mp;192.63;60.539;0.252
Sc vs Mp;F25;Sc vs Mp;192.96;60.578;0.245
Sc vs Mp;F25;Sc vs Mp;193.3;60.637;0.253
Sc vs Mp;F25;Sc vs Mp;193.96;60.803;0.254
Sc vs Mp;F25;Sc vs Mp;194.3;60.92;0.256
Sc vs Mp;F25;Sc vs Mp;194.63;60.998;0.263
Sc vs Mp;F25;Sc vs Mp;194.96;61.086;0.263
Sc vs Mp;F25;Sc vs Mp;195.3;61.183;0.265
Sc vs Mp;F25;Sc vs Mp;195.63;61.281;0.264
Sc vs Mp;F25;Sc vs Mp;195.96;61.349;0.258
Sc vs Mp;F25;Sc vs Mp;196.3;61.457;0.261
Sc vs Mp;F25;Sc vs Mp;196.63;61.506;0.255
Sc vs Mp;F25;Sc vs Mp;196.96;61.613;0.262
Sc vs Mp;F25;Sc vs Mp;197.3;61.701;0.257
Sc vs Mp;F25;Sc vs Mp;197.63;61.769;0.252
Sc vs Mp;F25;Sc vs Mp;197.96;61.886;0.247
Sc vs Mp;F25;Sc vs Mp;198.3;61.925;0.248
Sc vs Mp;F25;Sc vs Mp;198.63;62.101;0.244
Sc vs Mp;F25;Sc vs Mp;198.96;62.101;0.249
Sc vs Mp;F25;Sc vs Mp;199.3;62.16;0.254
Sc vs Mp;F25;Sc vs Mp;199.63;62.257;0.251
Sc vs Mp;F25;Sc vs Mp;199.96;62.355;0.251
Sc vs Mp;F25;Sc vs Mp;200.3;62.443;0.243
Sc vs Mp;F25;Sc vs Mp;200.63;62.56;0.252
